transaction_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,city,state,postal_code,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit,profit_margin,discount_amount,shipping_time_days
8397,CA-2018-152254,2018-06-30,2018-06-30,Same Day,BD-11620,Brian DeCherney,Consumer,Wilmington,North Carolina,28403.0,South,OFF-PA-10001144,Office Supplies,Paper,Xerox 1913,310.69,7,0.2,108.74,0.35,62.14,0
8398,US-2018-120236,2018-09-03,2018-09-04,First Class,MR-17545,Mathew Reese,Home Office,Houston,Texas,77095.0,Central,OFF-BI-10004099,Office Supplies,Binders,GBC VeloBinder Strips,7.68,5,0.8,-11.52,-1.5,6.14,1
8399,CA-2021-120061,2021-11-02,2021-11-07,Second Class,SR-20425,Sharelle Roach,Home Office,Springfield,Ohio,45503.0,East,FUR-CH-10001973,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,155.37,2,0.3,-35.51,-0.23,46.61,5
8400,CA-2019-133837,2019-04-13,2019-04-18,Standard Class,TH-21100,Thea Hendricks,Consumer,Glendale,Arizona,85301.0,West,OFF-ST-10000344,Office Supplies,Storage,"Neat Ideas Personal Hanging Folder Files, Black",10.74,1,0.2,0.81,0.08,2.15,5
8401,CA-2019-110814,2019-12-05,2019-12-09,Second Class,BD-11635,Brian Derr,Consumer,New York City,New York,10009.0,East,OFF-BI-10002026,Office Supplies,Binders,Avery Arch Ring Binders,232.4,5,0.2,78.44,0.34,46.48,4
8402,CA-2019-110814,2019-12-05,2019-12-09,Second Class,BD-11635,Brian Derr,Consumer,New York City,New York,10009.0,East,FUR-CH-10003535,Furniture,Chairs,"Global Armless Task Chair, Royal Blue",164.65,3,0.1,12.81,0.08,16.46,4
8403,CA-2019-110814,2019-12-05,2019-12-09,Second Class,BD-11635,Brian Derr,Consumer,New York City,New York,10009.0,East,OFF-PA-10004156,Office Supplies,Paper,Xerox 188,22.68,2,0.0,11.11,0.49,0.0,4
8404,CA-2020-154067,2020-02-01,2020-02-07,Standard Class,SM-20950,Suzanne McNair,Corporate,Los Angeles,California,90036.0,West,OFF-PA-10002254,Office Supplies,Paper,Xerox 1883,105.52,4,0.0,48.54,0.46,0.0,6
8405,CA-2021-140480,2021-07-08,2021-07-12,Standard Class,HE-14800,Harold Engle,Corporate,Newark,Delaware,19711.0,East,FUR-FU-10003247,Furniture,Furnishings,36X48 HARDFLOOR CHAIRMAT,83.92,4,0.0,5.87,0.07,0.0,4
8406,CA-2021-140480,2021-07-08,2021-07-12,Standard Class,HE-14800,Harold Engle,Corporate,Newark,Delaware,19711.0,East,TEC-AC-10002473,Technology,Accessories,Maxell 4.7GB DVD-R,141.9,5,0.0,58.18,0.41,0.0,4
8407,CA-2021-140480,2021-07-08,2021-07-12,Standard Class,HE-14800,Harold Engle,Corporate,Newark,Delaware,19711.0,East,FUR-FU-10001057,Furniture,Furnishings,Tensor Track Tree Floor Lamp,39.98,2,0.0,9.2,0.23,0.0,4
8408,CA-2021-140480,2021-07-08,2021-07-12,Standard Class,HE-14800,Harold Engle,Corporate,Newark,Delaware,19711.0,East,OFF-AR-10001419,Office Supplies,Art,Newell 325,28.91,7,0.0,8.67,0.3,0.0,4
8409,CA-2021-140480,2021-07-08,2021-07-12,Standard Class,HE-14800,Harold Engle,Corporate,Newark,Delaware,19711.0,East,OFF-AR-10004010,Office Supplies,Art,Hunt Boston Vacuum Mount KS Pencil Sharpener,174.95,5,0.0,45.49,0.26,0.0,4
8410,CA-2019-134082,2019-12-11,2019-12-17,Standard Class,JK-15640,Jim Kriz,Home Office,San Bernardino,California,92404.0,West,OFF-BI-10004230,Office Supplies,Binders,GBC Recycled Grain Textured Covers,110.53,4,0.2,38.68,0.35,22.11,6
8411,CA-2020-130820,2020-11-15,2020-11-15,Same Day,ON-18715,Odella Nelson,Corporate,Burlington,North Carolina,27217.0,South,FUR-TA-10001768,Furniture,Tables,Hon Racetrack Conference Tables,630.02,4,0.4,-199.51,-0.32,252.01,0
8412,CA-2020-159765,2020-05-09,2020-05-12,Second Class,TH-21100,Thea Hendricks,Consumer,Salem,Virginia,24153.0,South,OFF-AR-10003514,Office Supplies,Art,4009 Highlighters by Sanford,27.86,7,0.0,9.19,0.33,0.0,3
8413,CA-2021-132290,2021-03-10,2021-03-14,Standard Class,MD-17350,Maribeth Dona,Consumer,Dallas,Texas,75217.0,Central,FUR-TA-10002228,Furniture,Tables,"Bevis Traditional Conference Table Top, Plinth Base",933.41,4,0.3,-173.35,-0.19,280.02,4
8414,CA-2020-147109,2020-12-17,2020-12-21,Standard Class,AH-10075,Adam Hart,Corporate,Arlington,Texas,76017.0,Central,OFF-PA-10001972,Office Supplies,Paper,Xerox 214,51.84,10,0.2,18.14,0.35,10.37,4
8415,CA-2020-147109,2020-12-17,2020-12-21,Standard Class,AH-10075,Adam Hart,Corporate,Arlington,Texas,76017.0,Central,TEC-AC-10002942,Technology,Accessories,WD My Passport Ultra 1TB Portable External Hard Drive,165.6,3,0.2,-6.21,-0.04,33.12,4
8416,CA-2021-107265,2021-04-06,2021-04-12,Standard Class,ML-17755,Max Ludwig,Home Office,Marion,Iowa,52302.0,Central,OFF-PA-10000249,Office Supplies,Paper,Easy-staple paper,106.32,3,0.0,49.97,0.47,0.0,6
8417,CA-2021-118199,2021-05-09,2021-05-11,First Class,LB-16795,Laurel Beltran,Home Office,Seattle,Washington,98105.0,West,OFF-BI-10004330,Office Supplies,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series",147.92,5,0.2,46.22,0.31,29.58,2
8418,CA-2021-118199,2021-05-09,2021-05-11,First Class,LB-16795,Laurel Beltran,Home Office,Seattle,Washington,98105.0,West,OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts,104.28,3,0.0,26.07,0.25,0.0,2
8419,CA-2021-118199,2021-05-09,2021-05-11,First Class,LB-16795,Laurel Beltran,Home Office,Seattle,Washington,98105.0,West,FUR-TA-10004154,Furniture,Tables,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",286.85,1,0.0,63.11,0.22,0.0,2
8420,CA-2021-118199,2021-05-09,2021-05-11,First Class,LB-16795,Laurel Beltran,Home Office,Seattle,Washington,98105.0,West,OFF-ST-10000636,Office Supplies,Storage,Rogers Profile Extra Capacity Storage Tub,66.96,4,0.0,2.68,0.04,0.0,2
8421,CA-2021-118199,2021-05-09,2021-05-11,First Class,LB-16795,Laurel Beltran,Home Office,Seattle,Washington,98105.0,West,TEC-AC-10004171,Technology,Accessories,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,199.98,2,0.0,87.99,0.44,0.0,2
8422,CA-2021-150091,2021-10-12,2021-10-16,Standard Class,NP-18670,Nora Paige,Consumer,Lakewood,New Jersey,8701.0,East,TEC-AC-10002167,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,45.0,3,0.0,4.95,0.11,0.0,4
8423,CA-2021-150091,2021-10-12,2021-10-16,Standard Class,NP-18670,Nora Paige,Consumer,Lakewood,New Jersey,8701.0,East,OFF-FA-10000621,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",17.9,5,0.0,8.77,0.49,0.0,4
8424,CA-2021-150091,2021-10-12,2021-10-16,Standard Class,NP-18670,Nora Paige,Consumer,Lakewood,New Jersey,8701.0,East,FUR-FU-10004053,Furniture,Furnishings,DAX Two-Tone Silver Metal Document Frame,40.48,2,0.0,17.41,0.43,0.0,4
8425,CA-2021-150091,2021-10-12,2021-10-16,Standard Class,NP-18670,Nora Paige,Consumer,Lakewood,New Jersey,8701.0,East,FUR-BO-10003404,Furniture,Bookcases,"Global Adaptabilites Bookcase, Cherry/Storm Gray Finish",2154.9,5,0.0,129.29,0.06,0.0,4
8426,CA-2020-137652,2020-08-28,2020-08-30,First Class,EB-13750,Edward Becker,Corporate,Cincinnati,Ohio,45231.0,East,OFF-BI-10004099,Office Supplies,Binders,GBC VeloBinder Strips,18.43,8,0.7,-12.29,-0.67,12.9,2
8427,CA-2019-128356,2019-10-02,2019-10-07,Standard Class,RP-19390,Resi Pölking,Consumer,Thornton,Colorado,80229.0,West,OFF-SU-10004290,Office Supplies,Supplies,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",10.94,2,0.2,0.96,0.09,2.19,5
8428,CA-2021-167017,2021-11-23,2021-11-25,First Class,DC-12850,Dan Campbell,Consumer,Roseville,Michigan,48066.0,Central,OFF-SU-10001225,Office Supplies,Supplies,Staple remover,4.36,2,0.0,0.17,0.04,0.0,2
8429,US-2021-132220,2021-11-12,2021-11-16,Standard Class,DJ-13510,Don Jones,Corporate,Tempe,Arizona,85281.0,West,TEC-AC-10004227,Technology,Accessories,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,62.35,6,0.2,-10.91,-0.18,12.47,4
8430,CA-2020-118129,2020-12-19,2020-12-21,Second Class,CL-12565,Clay Ludtke,Consumer,Reading,Pennsylvania,19601.0,East,FUR-FU-10004904,Furniture,Furnishings,"Eldon ""L"" Workstation Diamond Chairmat",303.92,5,0.2,-30.39,-0.1,60.78,2
8431,US-2018-113124,2018-03-30,2018-04-05,Standard Class,NC-18340,Nat Carroll,Consumer,Apple Valley,Minnesota,55124.0,Central,OFF-ST-10001511,Office Supplies,Storage,Space Solutions Commercial Steel Shelving,129.3,2,0.0,6.46,0.05,0.0,6
8432,CA-2021-155621,2021-11-08,2021-11-13,Standard Class,KN-16450,Kean Nguyen,Corporate,Baltimore,Maryland,21215.0,East,FUR-FU-10003535,Furniture,Furnishings,Howard Miller Distant Time Traveler Alarm Clock,274.2,10,0.0,112.42,0.41,0.0,5
8433,US-2018-127635,2018-09-14,2018-09-18,Second Class,SC-20260,Scott Cohen,Corporate,Corpus Christi,Texas,78415.0,Central,OFF-FA-10000053,Office Supplies,Fasteners,Revere Boxed Rubber Bands by Revere,6.05,4,0.2,-1.36,-0.22,1.21,4
8434,US-2018-127635,2018-09-14,2018-09-18,Second Class,SC-20260,Scott Cohen,Corporate,Corpus Christi,Texas,78415.0,Central,OFF-PA-10004610,Office Supplies,Paper,Xerox 1900,6.85,2,0.2,2.14,0.31,1.37,4
8435,US-2018-127635,2018-09-14,2018-09-18,Second Class,SC-20260,Scott Cohen,Corporate,Corpus Christi,Texas,78415.0,Central,FUR-FU-10000550,Furniture,Furnishings,Stacking Trays by OIC,9.96,5,0.6,-6.72,-0.68,5.98,4
8436,US-2018-127635,2018-09-14,2018-09-18,Second Class,SC-20260,Scott Cohen,Corporate,Corpus Christi,Texas,78415.0,Central,OFF-BI-10001721,Office Supplies,Binders,Trimflex Flexible Post Binders,8.55,2,0.8,-13.68,-1.6,6.84,4
8437,CA-2019-151470,2019-09-20,2019-09-26,Standard Class,AM-10705,Anne McFarland,Consumer,Las Vegas,Nevada,89115.0,West,OFF-BI-10004040,Office Supplies,Binders,Wilson Jones Impact Binders,45.58,11,0.2,16.52,0.36,9.12,6
8438,CA-2019-112823,2019-12-10,2019-12-16,Standard Class,RA-19945,Ryan Akin,Consumer,Cleveland,Ohio,44105.0,East,TEC-AC-10002550,Technology,Accessories,Maxell 4.7GB DVD-RW 3/Pack,25.49,2,0.2,4.46,0.17,5.1,6
8439,CA-2018-108861,2018-05-28,2018-06-01,Standard Class,MM-17260,Magdelene Morse,Consumer,Seattle,Washington,98105.0,West,OFF-BI-10003876,Office Supplies,Binders,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",136.96,4,0.2,51.36,0.38,27.39,4
8440,CA-2021-114370,2021-03-14,2021-03-17,Second Class,BN-11470,Brad Norvell,Corporate,Chicago,Illinois,60623.0,Central,TEC-PH-10000213,Technology,Phones,Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black,49.62,2,0.2,4.96,0.1,9.92,3
8441,CA-2020-158302,2020-12-08,2020-12-12,Second Class,JB-16045,Julia Barnett,Home Office,Columbus,Ohio,43229.0,East,OFF-PA-10002615,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",10.58,3,0.2,3.44,0.33,2.12,4
8442,CA-2021-145779,2021-05-06,2021-05-10,Standard Class,DB-13615,Doug Bickford,Consumer,Tucson,Arizona,85705.0,West,OFF-PA-10002254,Office Supplies,Paper,Xerox 1883,84.42,4,0.2,27.44,0.32,16.88,4
8443,US-2020-155173,2020-03-06,2020-03-10,Standard Class,JB-16045,Julia Barnett,Home Office,Philadelphia,Pennsylvania,19120.0,East,TEC-PH-10004586,Technology,Phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit,431.94,2,0.4,-71.99,-0.17,172.78,4
8444,US-2020-155173,2020-03-06,2020-03-10,Standard Class,JB-16045,Julia Barnett,Home Office,Philadelphia,Pennsylvania,19120.0,East,OFF-BI-10002982,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,2.04,1,0.7,-1.5,-0.73,1.43,4
8445,US-2020-155173,2020-03-06,2020-03-10,Standard Class,JB-16045,Julia Barnett,Home Office,Philadelphia,Pennsylvania,19120.0,East,TEC-PH-10002538,Technology,Phones,Grandstream GXP1160 VoIP phone,68.24,3,0.4,-12.51,-0.18,27.3,4
8446,CA-2021-125451,2021-10-23,2021-10-24,First Class,AH-10075,Adam Hart,Corporate,Cranston,Rhode Island,2920.0,East,FUR-TA-10004086,Furniture,Tables,KI Adjustable-Height Table,240.74,4,0.3,-13.76,-0.06,72.22,1
8447,CA-2021-125451,2021-10-23,2021-10-24,First Class,AH-10075,Adam Hart,Corporate,Cranston,Rhode Island,2920.0,East,FUR-FU-10004963,Furniture,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon",35.0,4,0.0,14.7,0.42,0.0,1
8448,CA-2021-125451,2021-10-23,2021-10-24,First Class,AH-10075,Adam Hart,Corporate,Cranston,Rhode Island,2920.0,East,FUR-FU-10000277,Furniture,Furnishings,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,210.68,2,0.0,50.56,0.24,0.0,1
8449,CA-2021-125451,2021-10-23,2021-10-24,First Class,AH-10075,Adam Hart,Corporate,Cranston,Rhode Island,2920.0,East,FUR-TA-10004915,Furniture,Tables,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",637.9,3,0.3,-127.58,-0.2,191.37,1
8450,CA-2021-125451,2021-10-23,2021-10-24,First Class,AH-10075,Adam Hart,Corporate,Cranston,Rhode Island,2920.0,East,OFF-PA-10003724,Office Supplies,Paper,"Wirebound Message Book, 4 per Page",43.44,8,0.0,21.29,0.49,0.0,1
8451,CA-2021-125451,2021-10-23,2021-10-24,First Class,AH-10075,Adam Hart,Corporate,Cranston,Rhode Island,2920.0,East,OFF-AP-10002906,Office Supplies,Appliances,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,2.22,1,0.0,0.67,0.3,0.0,1
8452,CA-2018-131387,2018-04-28,2018-04-30,First Class,AI-10855,Arianne Irving,Consumer,San Francisco,California,94122.0,West,TEC-PH-10001459,Technology,Phones,Samsung Galaxy Mega 6.3,1679.96,5,0.2,126.0,0.08,335.99,2
8453,CA-2020-125087,2020-04-18,2020-04-23,Standard Class,TH-21115,Thea Hudgings,Corporate,Houston,Texas,77070.0,Central,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",344.37,4,0.3,-93.47,-0.27,103.31,5
8454,CA-2020-125087,2020-04-18,2020-04-23,Standard Class,TH-21115,Thea Hudgings,Corporate,Houston,Texas,77070.0,Central,OFF-ST-10001780,Office Supplies,Storage,Tennsco 16-Compartment Lockers with Coat Rack,1554.94,3,0.2,77.75,0.05,310.99,5
8455,CA-2020-125087,2020-04-18,2020-04-23,Standard Class,TH-21115,Thea Hudgings,Corporate,Houston,Texas,77070.0,Central,FUR-FU-10004748,Furniture,Furnishings,"Howard Miller 16"" Diameter Gallery Wall Clock",127.88,5,0.6,-67.14,-0.52,76.73,5
8456,CA-2020-154081,2020-05-22,2020-05-29,Standard Class,JE-15610,Jim Epp,Corporate,Los Angeles,California,90049.0,West,TEC-PH-10001918,Technology,Phones,Nortel Business Series Terminal T7208 Digital phone,222.38,2,0.2,22.24,0.1,44.48,7
8457,US-2021-118556,2021-05-28,2021-06-02,Second Class,TH-21235,Tiffany House,Corporate,Chicago,Illinois,60653.0,Central,FUR-CH-10001146,Furniture,Chairs,"Global Task Chair, Black",106.87,3,0.3,-29.01,-0.27,32.06,5
8458,US-2021-118556,2021-05-28,2021-06-02,Second Class,TH-21235,Tiffany House,Corporate,Chicago,Illinois,60653.0,Central,OFF-BI-10001922,Office Supplies,Binders,Storex Dura Pro Binders,3.56,3,0.8,-6.24,-1.75,2.85,5
8459,CA-2018-126200,2018-08-25,2018-08-29,Standard Class,JE-15715,Joe Elijah,Consumer,Houston,Texas,77070.0,Central,OFF-BI-10002133,Office Supplies,Binders,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",25.68,3,0.8,-39.8,-1.55,20.54,4
8460,CA-2018-126200,2018-08-25,2018-08-29,Standard Class,JE-15715,Joe Elijah,Consumer,Houston,Texas,77070.0,Central,OFF-BI-10002225,Office Supplies,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",12.38,3,0.8,-19.81,-1.6,9.9,4
8461,CA-2018-146500,2018-08-30,2018-09-04,Standard Class,AT-10735,Annie Thurman,Consumer,Bristol,Connecticut,6010.0,East,OFF-BI-10002432,Office Supplies,Binders,Wilson Jones Standard D-Ring Binders,25.3,5,0.0,11.89,0.47,0.0,5
8462,CA-2018-146500,2018-08-30,2018-09-04,Standard Class,AT-10735,Annie Thurman,Consumer,Bristol,Connecticut,6010.0,East,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,95.94,3,0.0,9.59,0.1,0.0,5
8463,CA-2019-169537,2019-09-03,2019-09-07,Second Class,JH-15820,John Huston,Consumer,Holland,Michigan,49423.0,Central,OFF-LA-10001982,Office Supplies,Labels,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,7.5,2,0.0,3.6,0.48,0.0,4
8464,CA-2018-100881,2018-03-28,2018-04-01,Standard Class,DR-12940,Daniel Raglin,Home Office,Albuquerque,New Mexico,87105.0,West,TEC-PH-10003273,Technology,Phones,AT&T TR1909W,302.38,3,0.2,22.68,0.07,60.48,4
8465,CA-2019-144043,2019-05-10,2019-05-15,Standard Class,AB-10165,Alan Barnes,Consumer,Louisville,Colorado,80027.0,West,TEC-AC-10002718,Technology,Accessories,Belkin Standard 104 key USB Keyboard,46.69,4,0.2,-2.92,-0.06,9.34,5
8466,CA-2019-116512,2019-04-09,2019-04-14,Standard Class,MC-18100,Mick Crebagga,Consumer,New York City,New York,10024.0,East,OFF-ST-10001505,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",17.94,3,0.0,3.05,0.17,0.0,5
8467,CA-2019-101000,2019-04-09,2019-04-14,Standard Class,IG-15085,Ivan Gibson,Consumer,Norwich,Connecticut,6360.0,East,OFF-AP-10000179,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,370.14,3,0.0,144.35,0.39,0.0,5
8468,CA-2020-168557,2020-09-19,2020-09-23,Standard Class,FH-14275,Frank Hawley,Corporate,San Francisco,California,94122.0,West,OFF-BI-10002309,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,8.93,2,0.2,3.12,0.35,1.79,4
8469,US-2020-164196,2020-11-11,2020-11-17,Standard Class,AS-10285,Alejandro Savely,Corporate,Noblesville,Indiana,46060.0,Central,FUR-TA-10001950,Furniture,Tables,Balt Solid Wood Round Tables,2678.94,6,0.0,241.1,0.09,0.0,6
8470,US-2021-132031,2021-04-23,2021-04-27,Standard Class,PN-18775,Parhena Norris,Home Office,Clarksville,Tennessee,37042.0,South,FUR-BO-10001972,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,387.14,4,0.2,-14.52,-0.04,77.43,4
8471,US-2021-132031,2021-04-23,2021-04-27,Standard Class,PN-18775,Parhena Norris,Home Office,Clarksville,Tennessee,37042.0,South,TEC-AC-10002473,Technology,Accessories,Maxell 4.7GB DVD-R,45.41,2,0.2,11.92,0.26,9.08,4
8472,US-2021-132031,2021-04-23,2021-04-27,Standard Class,PN-18775,Parhena Norris,Home Office,Clarksville,Tennessee,37042.0,South,FUR-FU-10000193,Furniture,Furnishings,Tenex Chairmats For Use with Hard Floors,77.95,3,0.2,-11.69,-0.15,15.59,4
8473,US-2021-132031,2021-04-23,2021-04-27,Standard Class,PN-18775,Parhena Norris,Home Office,Clarksville,Tennessee,37042.0,South,OFF-LA-10000081,Office Supplies,Labels,Avery 496,3.0,1,0.2,1.05,0.35,0.6,4
8474,CA-2019-169733,2019-10-22,2019-10-26,Second Class,GM-14500,Gene McClure,Consumer,Hollywood,Florida,33021.0,South,OFF-ST-10000876,Office Supplies,Storage,Eldon Simplefile Box Office,9.95,1,0.2,1.0,0.1,1.99,4
8475,CA-2021-169404,2021-04-09,2021-04-14,Standard Class,NC-18625,Noah Childs,Corporate,York,Pennsylvania,17403.0,East,OFF-BI-10004492,Office Supplies,Binders,Tuf-Vin Binders,37.9,4,0.7,-29.05,-0.77,26.53,5
8476,CA-2021-169404,2021-04-09,2021-04-14,Standard Class,NC-18625,Noah Childs,Corporate,York,Pennsylvania,17403.0,East,OFF-PA-10001033,Office Supplies,Paper,Xerox 1893,65.58,2,0.2,23.77,0.36,13.12,5
8477,CA-2021-134880,2021-10-27,2021-11-01,Standard Class,TW-21025,Tamara Willingham,Home Office,Mesa,Arizona,85204.0,West,OFF-PA-10004039,Office Supplies,Paper,Xerox 1882,44.78,1,0.2,16.23,0.36,8.96,5
8478,CA-2019-145758,2019-10-30,2019-10-30,Same Day,BF-11020,Barry Französisch,Corporate,New York City,New York,10024.0,East,TEC-MA-10004552,Technology,Machines,Star Micronics TSP100 TSP143LAN Receipt Printer,1035.8,4,0.0,269.31,0.26,0.0,0
8479,CA-2021-158736,2021-12-18,2021-12-24,Standard Class,TT-21460,Tonja Turnell,Home Office,San Francisco,California,94110.0,West,OFF-AR-10002578,Office Supplies,Art,Newell 335,5.76,2,0.0,1.67,0.29,0.0,6
8480,US-2020-119270,2020-03-12,2020-03-16,Standard Class,SW-20245,Scot Wooten,Consumer,Los Angeles,California,90036.0,West,OFF-PA-10004022,Office Supplies,Paper,Hammermill Color Copier Paper (28Lb. and 96 Bright),19.98,2,0.0,8.99,0.45,0.0,4
8481,CA-2018-109890,2018-07-21,2018-07-27,Standard Class,PG-18820,Patrick Gardner,Consumer,Omaha,Nebraska,68104.0,Central,TEC-PH-10004100,Technology,Phones,Griffin GC17055 Auxiliary Audio Cable,35.98,2,0.0,10.07,0.28,0.0,6
8482,CA-2020-138583,2020-05-24,2020-05-28,Standard Class,DP-13390,Dennis Pardue,Home Office,Philadelphia,Pennsylvania,19120.0,East,OFF-AR-10001860,Office Supplies,Art,BIC Liqua Brite Liner,16.66,3,0.2,3.33,0.2,3.33,4
8483,US-2021-118535,2021-02-11,2021-02-15,Standard Class,DJ-13510,Don Jones,Corporate,New York City,New York,10024.0,East,OFF-LA-10001297,Office Supplies,Labels,Avery 473,20.7,2,0.0,9.94,0.48,0.0,4
8484,CA-2020-126284,2020-09-20,2020-09-24,Standard Class,EN-13780,Edward Nazzal,Consumer,Grand Rapids,Michigan,49505.0,Central,OFF-BI-10004828,Office Supplies,Binders,GBC Poly Designer Binding Covers,83.7,5,0.0,41.01,0.49,0.0,4
8485,CA-2021-142391,2021-09-24,2021-09-24,Same Day,PB-19150,Philip Brown,Consumer,Seattle,Washington,98115.0,West,FUR-FU-10002759,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,199.8,10,0.0,71.93,0.36,0.0,0
8486,CA-2021-124716,2021-03-27,2021-03-31,Standard Class,BD-11560,Brendan Dodson,Home Office,Fresno,California,93727.0,West,OFF-PA-10000740,Office Supplies,Paper,Xerox 1982,45.68,2,0.0,21.01,0.46,0.0,4
8487,CA-2021-124716,2021-03-27,2021-03-31,Standard Class,BD-11560,Brendan Dodson,Home Office,Fresno,California,93727.0,West,OFF-PA-10001144,Office Supplies,Paper,Xerox 1913,110.96,2,0.0,53.26,0.48,0.0,4
8488,CA-2021-124716,2021-03-27,2021-03-31,Standard Class,BD-11560,Brendan Dodson,Home Office,Fresno,California,93727.0,West,OFF-PA-10000859,Office Supplies,Paper,Unpadded Memo Slips,11.94,3,0.0,5.97,0.5,0.0,4
8489,CA-2020-158841,2020-02-02,2020-02-04,Second Class,SE-20110,Sanjit Engle,Consumer,Arlington,Virginia,22204.0,South,TEC-MA-10001127,Technology,Machines,"HP Designjet T520 Inkjet Large Format Printer - 24"" Color",8749.95,5,0.0,2799.98,0.32,0.0,2
8490,CA-2020-158841,2020-02-02,2020-02-04,Second Class,SE-20110,Sanjit Engle,Consumer,Arlington,Virginia,22204.0,South,OFF-BI-10002557,Office Supplies,Binders,Presstex Flexible Ring Binders,36.4,8,0.0,18.2,0.5,0.0,2
8491,CA-2020-158841,2020-02-02,2020-02-04,Second Class,SE-20110,Sanjit Engle,Consumer,Arlington,Virginia,22204.0,South,FUR-FU-10001731,Furniture,Furnishings,Acrylic Self-Standing Desk Frames,18.69,7,0.0,7.1,0.38,0.0,2
8492,CA-2021-106824,2021-07-07,2021-07-11,Standard Class,AT-10735,Annie Thurman,Consumer,Los Angeles,California,90049.0,West,OFF-FA-10001135,Office Supplies,Fasteners,"Brites Rubber Bands, 1 1/2 oz. Box",5.94,3,0.0,0.12,0.02,0.0,4
8493,CA-2019-109190,2019-10-23,2019-10-28,Standard Class,CC-12685,Craig Carroll,Consumer,Lubbock,Texas,79424.0,Central,OFF-PA-10000069,Office Supplies,Paper,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",60.74,8,0.2,20.5,0.34,12.15,5
8494,CA-2019-109190,2019-10-23,2019-10-28,Standard Class,CC-12685,Craig Carroll,Consumer,Lubbock,Texas,79424.0,Central,TEC-CO-10001943,Technology,Copiers,Canon PC-428 Personal Copier,479.98,3,0.2,161.99,0.34,96.0,5
8495,CA-2019-109190,2019-10-23,2019-10-28,Standard Class,CC-12685,Craig Carroll,Consumer,Lubbock,Texas,79424.0,Central,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,6.08,1,0.8,-10.34,-1.7,4.86,5
8496,CA-2020-143154,2020-12-02,2020-12-08,Standard Class,AS-10225,Alan Schoenberger,Corporate,Longmont,Colorado,80501.0,West,TEC-AC-10002942,Technology,Accessories,WD My Passport Ultra 1TB Portable External Hard Drive,165.6,3,0.2,-6.21,-0.04,33.12,6
8497,CA-2018-169061,2018-03-05,2018-03-08,Second Class,AB-10150,Aimee Bixby,Consumer,Yonkers,New York,10701.0,East,OFF-AR-10000588,Office Supplies,Art,Newell 345,59.52,3,0.0,15.48,0.26,0.0,3
8498,CA-2018-169061,2018-03-05,2018-03-08,Second Class,AB-10150,Aimee Bixby,Consumer,Yonkers,New York,10701.0,East,TEC-AC-10002001,Technology,Accessories,Logitech Wireless Gaming Headset G930,479.97,3,0.0,177.59,0.37,0.0,3
8499,CA-2018-169061,2018-03-05,2018-03-08,Second Class,AB-10150,Aimee Bixby,Consumer,Yonkers,New York,10701.0,East,OFF-SU-10000381,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,18.62,2,0.0,5.4,0.29,0.0,3
